follow_up_id,opportunity_id,fan_id,account_id,game_id,assigned_team,assigned_owner,suggested_action,priority_score,priority_band,due_date,status,outcome,synthetic_data_flag
FUP_00000188,OPP_00025890,FAN_022338,,TP_2024_041,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-21,open,,True
FUP_00000189,OPP_00025891,FAN_022338,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-07-21,open,,True
FUP_00000190,OPP_00029690,FAN_025690,,TP_2023_060,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-04,open,,True
FUP_00000191,OPP_00029691,FAN_025690,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-04,open,,True
FUP_00000192,OPP_00024276,FAN_020916,,TP_2024_059,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-10,open,,True
FUP_00000193,OPP_00024277,FAN_020916,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-10,open,,True
FUP_00000194,OPP_00015394,FAN_013153,,TP_2025_029,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-25,open,,True
FUP_00000195,OPP_00015395,FAN_013153,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-25,open,,True
FUP_00000196,OPP_00042617,FAN_037232,,TP_2025_069,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-18,open,,True
FUP_00000197,OPP_00042618,FAN_037232,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-18,open,,True
FUP_00000198,OPP_00018521,FAN_015844,,TP_2024_008,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-07,open,,True
FUP_00000199,OPP_00018522,FAN_015844,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-07-07,open,,True
FUP_00000200,OPP_00044643,FAN_039005,,TP_2024_056,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-25,open,,True
FUP_00000201,OPP_00044644,FAN_039005,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-25,open,,True
FUP_00000202,OPP_00009069,FAN_007803,,TP_2025_068,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-16,open,,True
FUP_00000203,OPP_00009070,FAN_007803,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-16,open,,True
FUP_00000204,OPP_00003745,FAN_003153,,TP_2023_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-04,open,,True
FUP_00000205,OPP_00003746,FAN_003153,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-04,open,,True
FUP_00000206,OPP_00026724,FAN_023083,,TP_2025_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-14,open,,True
FUP_00000207,OPP_00026725,FAN_023083,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-14,open,,True
FUP_00000208,OPP_00015357,FAN_013125,,TP_2025_061,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00000209,OPP_00015358,FAN_013125,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-02,open,,True
FUP_00000210,OPP_00017588,FAN_015056,,TP_2024_050,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-10-12,open,,True
FUP_00000211,OPP_00017589,FAN_015056,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-10-12,open,,True
FUP_00000212,OPP_00009591,FAN_008251,,TP_2025_004,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-15,open,,True
FUP_00000213,OPP_00009592,FAN_008251,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-15,open,,True
FUP_00000214,OPP_00045169,FAN_039458,,TP_2023_010,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-19,open,,True
FUP_00000215,OPP_00045170,FAN_039458,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-19,open,,True
FUP_00000216,OPP_00006608,FAN_005644,,TP_2023_053,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-12,open,,True
FUP_00000217,OPP_00006609,FAN_005644,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-12,open,,True
FUP_00000218,OPP_00017123,FAN_014625,,TP_2024_007,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00000219,OPP_00017124,FAN_014625,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-20,open,,True
FUP_00000220,OPP_00043491,FAN_037994,,TP_2024_056,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00000221,OPP_00043492,FAN_037994,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-09,open,,True
FUP_00000222,OPP_00028363,FAN_024497,,TP_2024_068,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-22,open,,True
FUP_00000223,OPP_00028364,FAN_024497,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-22,open,,True
FUP_00000224,OPP_00018337,FAN_015702,,TP_2024_032,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-02-26,open,,True
FUP_00000225,OPP_00033280,FAN_028914,,TP_2024_013,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-06-04,open,,True
FUP_00000226,OPP_00033281,FAN_028914,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-06-04,open,,True
FUP_00000227,OPP_00033195,FAN_028836,,TP_2024_019,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-07-14,open,,True
FUP_00000228,OPP_00033196,FAN_028836,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-07-14,open,,True
FUP_00000229,OPP_00034049,FAN_029598,,TP_2024_039,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-01,open,,True
FUP_00000230,OPP_00034051,FAN_029598,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-01,open,,True
FUP_00000231,OPP_00023514,FAN_020246,,TP_2023_067,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-13,open,,True
FUP_00000232,OPP_00023515,FAN_020246,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-13,open,,True
FUP_00000233,OPP_00046596,FAN_040726,,TP_2024_049,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-07-29,open,,True
FUP_00000234,OPP_00046597,FAN_040726,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-07-29,open,,True
FUP_00000235,OPP_00030532,FAN_026440,,TP_2024_067,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-06,open,,True
FUP_00000236,OPP_00010722,FAN_009187,,TP_2024_059,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-08-31,open,,True
FUP_00000237,OPP_00010723,FAN_009187,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-08-31,open,,True
FUP_00000238,OPP_00009633,FAN_008291,,TP_2025_065,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-13,open,,True
FUP_00000239,OPP_00009634,FAN_008291,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-13,open,,True
FUP_00000240,OPP_00002322,FAN_001981,,TP_2024_041,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-10,open,,True
FUP_00000241,OPP_00002323,FAN_001981,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-10,open,,True
FUP_00000242,OPP_00039408,FAN_034407,,TP_2024_048,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-22,open,,True
FUP_00000243,OPP_00023064,FAN_019857,,TP_2024_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-28,open,,True
FUP_00000244,OPP_00023066,FAN_019857,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-28,open,,True
FUP_00000245,OPP_00046514,FAN_040660,,TP_2023_031,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-05-26,open,,True
FUP_00000246,OPP_00046515,FAN_040660,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-05-26,open,,True
FUP_00000247,OPP_00032610,FAN_028293,,TP_2025_047,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-01,open,,True
FUP_00000248,OPP_00032612,FAN_028293,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-01,open,,True
FUP_00000249,OPP_00015766,FAN_013469,,TP_2025_002,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-08,open,,True
FUP_00000250,OPP_00015767,FAN_013469,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-08,open,,True
FUP_00000251,OPP_00033065,FAN_028747,,TP_2025_044,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-22,open,,True
FUP_00000252,OPP_00012906,FAN_011050,,TP_2025_069,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-17,open,,True
FUP_00000253,OPP_00012907,FAN_011050,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-17,open,,True
FUP_00000254,OPP_00015529,FAN_013256,,TP_2024_048,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-12,open,,True
FUP_00000255,OPP_00015531,FAN_013256,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-05-12,open,,True
FUP_00000256,OPP_00042427,FAN_037070,,TP_2024_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-26,open,,True
FUP_00000257,OPP_00042428,FAN_037070,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-07-26,open,,True
FUP_00000258,OPP_00045122,FAN_039427,,TP_2025_036,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-25,open,,True
FUP_00000259,OPP_00035643,FAN_031055,,TP_2025_020,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-13,open,,True
FUP_00000260,OPP_00035644,FAN_031055,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-05-13,open,,True
FUP_00000261,OPP_00012587,FAN_010753,,TP_2024_036,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-24,open,,True
FUP_00000262,OPP_00012588,FAN_010753,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-24,open,,True
FUP_00000263,OPP_00007353,FAN_006350,,TP_2024_068,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-10,open,,True
FUP_00000264,OPP_00028759,FAN_024886,,TP_2025_064,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-14,open,,True
FUP_00000265,OPP_00028760,FAN_024886,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-14,open,,True
FUP_00000266,OPP_00017683,FAN_015139,,TP_2023_057,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-14,open,,True
FUP_00000267,OPP_00019702,FAN_016842,,TP_2024_055,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00000268,OPP_00019703,FAN_016842,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-11,open,,True
FUP_00000269,OPP_00028727,FAN_024856,,TP_2024_067,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00000270,OPP_00028728,FAN_024856,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-09,open,,True
FUP_00000271,OPP_00006971,FAN_005977,,TP_2024_037,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00000272,OPP_00006972,FAN_005977,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-11,open,,True
FUP_00000273,OPP_00033880,FAN_029460,,TP_2023_022,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-05-14,open,,True
FUP_00000274,OPP_00042785,FAN_037383,,TP_2024_063,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-23,open,,True
FUP_00000275,OPP_00042786,FAN_037383,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-23,open,,True
FUP_00000276,OPP_00013745,FAN_011723,,TP_2025_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-04,open,,True
FUP_00000277,OPP_00021224,FAN_018214,,TP_2024_066,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-11,open,,True
FUP_00000278,OPP_00021225,FAN_018214,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-11,open,,True
FUP_00000279,OPP_00011624,FAN_009971,,TP_2024_013,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-05-12,open,,True
FUP_00000280,OPP_00011626,FAN_009971,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-05-12,open,,True
FUP_00000281,OPP_00030217,FAN_026171,,TP_2024_050,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-08-23,open,,True
FUP_00000282,OPP_00030219,FAN_026171,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-08-23,open,,True
FUP_00000283,OPP_00033324,FAN_028965,,TP_2024_066,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-01-29,open,,True
